#info,log_version="1.00",software_part_number="006-B2304-19",software_version="6.00",serial_number="4JQ014566"
UTC Date (yyyy-mm-dd),UTC Time (hh:mm:ss),GPS Fix Status,GPS Sats,Latitude (WGS84 deg),Longitude (WGS84 deg),GPS Altitude (WGS84 ft),GPS HDOP,GPS VDOP,GPS Velocity E (m/s),GPS Velocity N (m/s),GPS Velocity U (m/s),GPS Ground Speed (kt),GPS Ground Track (deg true),Magnetic Heading (deg),Magnetic Variation (deg),Pressure Altitude (ft),Baro Setting (inch Hg),Baro Altitude (ft),Vertical Speed (fpm),Indicated Airspeed (kt),True Airspeed (kt),Pitch (deg),Roll (deg),Turn Rate (deg/sec),Slip/Skid,Lateral Acceleration (G),Normal Acceleration (G),Selected Heading (deg),Selected Track (deg),Selected Altitude (ft),Selected Vertical Speed (fpm),Selected Airspeed (kt),Active Nav Source,Nav Course (deg),Nav Frequency (MHz),Horizontal Deviation,Vertical Deviation,VNAV Deviation,VNAV Flight Path Angle (deg),VNAV Target Altitude (ft),AP Roll Command (deg),AP Pitch Command (deg),Attitude Status,Internal Temperature (deg C),Battery Status,Battery Charge (%)
UTC Date,UTC Time,GPS Fix Status,GPS Sats,Latitude,Longitude,AltGPS,GPS HDOP,GPS VDOP,GPS Velocity E (m/s),GPS Velocity N (m/s),GPS Velocity U (m/s),GndSpd,TRK,HDG,MagVar,AltMSL,Baro Setting (inch Hg),AltB,VSpd,IAS,TAS,Pitch,Roll,Turn Rate,Slip/Skid,Lateral Acceleration (G),Normal Acceleration (G),Selected Heading (deg),Selected Track (deg),Selected Altitude (ft),Selected Vertical Speed (fpm),Selected Airspeed (kt),Active Nav Source,Nav Course (deg),Nav Frequency (MHz),Horizontal Deviation,Vertical Deviation,VNAV Deviation,VNAV Flight Path Angle (deg),VNAV Target Altitude (ft),AP Roll Command (deg),AP Pitch Command (deg),Attitude Status,Internal Temperature (deg C),Battery Status,Battery Charge (%)
2019-05-09,17:00:22,3DDiff (nav),12,+44.9287643,-89.6275940,1088,1.0,1.0,+4.2,+1.7,+0.0,9.2,,48.6,-2.9,1426,29.65,1174,+-3,8.8,,+3.77,+0.07,+-10.77,+0.70,+0.088,+1.005,124,,1500,,,GPS,307,,-1.25,,,,,,,680017FF N99 N100,33,00000004,100
2019-05-09,17:00:23,3DDiff (nav),12,+44.9287872,-89.6275558,1088,1.0,1.0,+3.5,+2.2,+0.0,8.3,,37.1,-2.9,1426,29.65,1174,+2,5.9,,+3.61,+0.34,+-11.58,+0.73,+0.098,+0.977,124,,1500,,,GPS,307,,-1.25,,,,,,,680017FF N99 N100,33,00000004,100
2019-05-09,17:00:24,3DDiff (nav),12,+44.9288101,-89.6275101,1088,1.0,1.0,+2.8,+2.5,+0.0,7.5,,25.1,-2.9,1426,29.65,1174,+10,4.9,,+3.54,+-0.08,+-11.73,+0.69,+0.063,+0.974,124,,1500,,,GPS,307,,-1.25,,,,,,,680017FF N98 N100,33,00000004,100
2019-05-09,17:00:25,3DDiff (nav),12,+44.9288330,-89.6274948,1088,1.0,1.0,+2.0,+2.7,+0.0,6.8,,14.1,-2.9,1426,29.65,1174,+8,6.0,,+3.54,+-0.24,+-11.02,+0.62,+0.065,+0.993,124,,1500,,,GPS,307,,-1.25,,,,,,,680017FF N97 N100,33,00000004,100
2019-05-09,17:00:26,3DDiff (nav),12,+44.9288597,-89.6274643,1088,1.0,1.0,+1.4,+2.9,+0.0,6.4,,4.1,-2.9,1426,29.65,1175,+37,8.3,,+3.74,+-0.41,+-10.19,+0.53,+0.050,+1.005,124,,1500,,,GPS,307,,-1.25,,,,,,,680017FF N98 N100,33,00000004,100
2019-05-09,17:00:27,3DDiff (nav),12,+44.9288864,-89.6274567,1089,1.0,1.0,+0.8,+3.0,-0.0,6.1,,354.7,-2.9,1427,29.65,1175,+17,10.5,,+3.36,+-0.51,+-9.55,+0.47,+0.043,+0.978,124,,1500,,,GPS,307,,-1.25,,,,,,,680017FF N100 N100,33,00000004,100
2019-05-09,17:00:28,3DDiff (nav),12,+44.9289093,-89.6274567,1089,1.0,1.0,+0.2,+3.1,+0.0,6.1,,346.6,-2.9,1427,29.65,1175,+6,11.0,,+3.56,+-0.41,+-7.86,+0.39,+0.025,+0.964,124,,1500,,,GPS,307,,-1.25,,,,,,,680017FF N100 N100,33,00000004,100
2019-05-09,17:00:29,3DDiff (nav),12,+44.9289436,-89.6274567,1089,1.0,1.0,-0.4,+3.1,+0.0,6.1,,341.7,-2.9,1427,29.65,1175,+18,10.7,,+3.17,+-0.40,+-5.37,+0.28,+0.003,+0.991,124,,1500,,,GPS,307,,-1.25,,,,,,,680017FF N100 N100,33,00000004,100
2019-05-09,17:00:30,3DDiff (nav),12,+44.9289703,-89.6274796,1090,1.0,1.0,-0.8,+3.1,+0.0,6.2,,338.1,-2.9,1427,29.65,1176,+13,10.6,,+3.51,+-0.54,+-3.96,+0.24,+0.032,+0.988,124,,1500,,,GPS,307,,-1.25,,,,,,,680017FF N100 N100,33,00000004,100
2019-05-09,17:00:31,3DDiff (nav),12,+44.9289970,-89.6274948,1090,1.0,1.0,-1.1,+3.1,+0.0,6.4,,334.6,-2.9,1428,29.65,1176,+19,10.5,,+3.30,+-0.90,+-3.90,+0.18,+0.013,+0.999,124,,1500,,,GPS,307,,-1.25,,,,,,,680017FF N100 N100,33,00000004,100
2019-05-09,17:00:32,3DDiff (nav),12,+44.9290276,-89.6275024,1090,1.0,1.0,-1.2,+3.1,+0.0,6.5,,327.7,-2.9,1428,29.65,1176,+24,9.7,,+2.94,+-0.59,+-7.57,+0.28,+0.055,+1.010,124,,1500,,,GPS,307,,-1.25,,,,,,,680017FF N100 N100,33,00000004,100
2019-05-09,17:00:33,3DDiff (nav),12,+44.9290543,-89.6275101,1090,1.0,1.0,-1.2,+2.9,+0.0,6.2,,316.7,-2.9,1428,29.65,1176,+6,8.5,,+2.84,+-0.72,+-9.92,+0.34,+0.048,+0.999,124,,1500,,,GPS,307,,-1.25,,,,,,,680017FF N100 N100,33,00000004,100
2019-05-09,17:00:34,3DDiff (nav),12,+44.9290695,-89.6275330,1090,1.0,1.0,-1.5,+2.3,+0.3,5.6,,307.2,-2.9,1428,29.65,1176,+4,7.6,,+2.39,+-0.85,+-8.98,+0.31,+0.011,+0.996,124,,1500,,,GPS,307,,-1.25,,,,,,,680017FF N100 N100,33,00000004,100
2019-05-09,17:00:35,3DDiff (nav),12,+44.9290924,-89.6275635,1090,1.0,1.0,-1.7,+1.7,+0.3,5.0,,299.3,-2.9,1428,29.65,1176,+-9,4.8,,+2.32,+-0.77,+-8.25,+0.26,+0.049,+1.003,124,,1500,,,GPS,307,,-1.25,,,,,,,680017FF N100 N100,33,00000004,100
2019-05-09,17:00:36,3DDiff (nav),12,+44.9290962,-89.6275711,1091,1.0,1.0,-1.5,+1.2,+0.3,4.1,,290.0,-2.9,1428,29.65,1176,+-8,1.9,,+2.01,+-0.94,+-9.82,+0.23,+0.025,+1.003,124,,1500,,,GPS,307,,-1.25,,,,,,,680017FF N100 N100,33,00000004,100
2019-05-09,17:00:37,3DDiff (nav),12,+44.9291077,-89.6275864,1092,1.0,1.0,-1.0,+0.9,+0.2,3.0,,280.7,-2.9,1428,29.65,1176,+9,0.6,,+1.88,+-0.97,+-8.24,+0.11,+-0.014,+1.026,124,,1500,,,GPS,307,,-1.25,,,,,,,680017FF N99 N100,33,00000004,100
2019-05-09,17:00:38,3DDiff (nav),11,+44.9291229,-89.6276093,1090,1.3,1.3,-1.0,+0.5,+0.1,2.3,,277.3,-2.9,1428,29.65,1176,+6,0.9,,+1.94,+-1.07,+-4.13,+-0.01,+-0.017,+1.029,124,,1500,,,GPS,307,,-1.25,,,,,,,680017FF N99 N100,33,00000004,100
2019-05-09,17:00:39,3DDiff (nav),11,+44.9291229,-89.6276245,1089,1.3,1.3,-1.0,+0.2,-0.0,2.0,,275.0,-2.9,1428,29.65,1177,+8,2.2,,+1.91,+-1.17,+-2.92,+-0.04,+-0.017,+0.996,124,,1500,,,GPS,307,,-1.25,,,,,,,680017FF N98 N100,33,00000004,100
2019-05-09,17:00:40,3DDiff (nav),11,+44.9291229,-89.6276245,1088,1.3,1.3,-0.9,+0.2,-0.0,1.9,,272.9,-2.9,1428,29.65,1177,+-2,1.9,,+1.91,+-1.06,+-1.96,+-0.02,+0.003,+0.993,124,,1500,,,GPS,307,,-1.25,,,,,,,680017FF N100 N100,33,00000004,100
2019-05-09,17:00:41,3DDiff (nav),11,+44.9291229,-89.6276321,1088,1.3,1.3,-0.6,+0.1,+0.0,1.4,,272.5,-2.9,1428,29.65,1176,+-5,0.7,,+1.72,+-1.06,+-0.68,+-0.05,+-0.009,+1.008,124,,1500,,,GPS,307,,-1.25,,,,,,,680017FF N100 N100,33,00000004,100
2019-05-09,17:00:42,3DDiff (nav),11,+44.9291229,-89.6276321,1089,1.3,1.3,-0.1,+0.0,-0.0,0.5,,272.4,-2.9,1428,29.65,1176,+8,2.1,,+1.98,+-1.03,+-0.23,+-0.06,+-0.028,+1.006,124,,1500,,,GPS,307,,-1.25,,,,,,,680017FF N100 N100,33,00000004,100
2019-05-09,17:00:43,3DDiff (nav),11,+44.9291229,-89.6276321,1089,1.3,1.3,-0.0,-0.0,+0.0,0.1,,272.3,-2.9,1429,29.65,1177,+9,3.5,,+2.05,+-1.02,+-0.09,+-0.07,+-0.007,+0.996,124,,1500,,,GPS,307,,-1.25,,,,,,,680017FF N100 N100,33,00000004,100
2019-05-09,17:00:44,3DDiff (nav),11,+44.9291229,-89.6276321,1089,1.3,1.3,+0.0,+0.0,-0.0,0.0,,272.3,-2.9,1429,29.65,1177,+-6,4.6,,+2.10,+-1.02,+-0.07,+-0.07,+-0.010,+0.996,124,,1500,,,GPS,307,,-1.25,,,,,,,680017FF N100 N100,33,00000004,100
2019-05-09,17:00:45,3DDiff (nav),11,+44.9291229,-89.6276321,1089,1.3,1.3,+0.0,+0.0,+0.0,0.0,,272.2,-2.9,1428,29.65,1177,+3,6.4,,+2.15,+-0.99,+-0.02,+-0.08,+-0.016,+1.006,124,,1500,,,GPS,307,,-1.25,,,,,,,680017FF N100 N100,33,00000008,100
2019-05-09,17:00:45,3DDiff (nav),11,+44.9291229,-89.6276321,1088,1.3,1.3,+0.0,+0.0,+0.0,0.0,,272.2,-2.9,1428,29.65,1177,+-15,5.9,,+2.19,+-0.97,+-0.02,+-0.08,+-0.008,+0.996,124,,1500,,,GPS,307,,-1.25,,,,,,,680017FF N100 N100,33,00000008,100
2019-05-09,17:00:45,3DDiff (nav),11,+44.9291229,-89.6276321,1088,1.3,1.3,+0.0,+0.0,+0.0,0.0,,272.2,-2.9,1428,29.65,1176,+-19,5.7,,+2.28,+-0.97,+-0.03,+-0.08,+-0.017,+0.999,124,,1500,,,GPS,307,,-1.25,,,,,,,680017FF N100 N100,33,00000008,100
2019-05-09,17:00:45,3DDiff (nav),11,+44.9291229,-89.6276321,1088,1.3,1.3,+0.0,+0.0,+0.0,0.0,,272.2,-2.9,1428,29.65,1176,+-6,5.6,,+2.32,+-0.95,+-0.03,+-0.08,+-0.006,+0.986,124,,1500,,,GPS,307,,-1.25,,,,,,,680007FF N100 N100,33,00000008,100
2019-05-09,17:00:45,3DDiff (nav),11,+44.9291229,-89.6276321,1088,1.3,1.3,+0.0,+0.0,+0.0,0.0,,272.1,-2.9,1428,29.65,1176,+2,4.7,,+2.35,+-0.94,+-0.03,+-0.08,+-0.008,+1.009,124,,1500,,,GPS,307,,-1.25,,,,,,,680107FF N100 N100,33,00000008,100
2019-05-09,17:00:50,,,,,,,,,,,,,,-2.9,1428,29.65,1176,+-1,4.3,,+2.42,+-0.92,+-0.03,+-0.09,+-0.013,+0.998,124,,1500,,,,,,,,,,,,,0801A7FE N100 X0,33,00000008,100
2019-05-09,17:00:51,,,,,,,,,,,,,,-2.9,1428,29.65,1176,+-20,3.4,,+2.72,+-0.92,+-0.05,+-0.08,+-0.006,+0.991,124,,1500,,,,,,,,,,,,,0801A7FE N100 X0,33,00000008,100
2019-05-09,17:00:52,,,,,,,,,,,,,,-2.9,1427,29.65,1175,+-6,1.7,,+2.85,+-0.90,+-0.06,+-0.09,+-0.053,+0.978,124,,1500,,,,,,,,,,,,,0801A7FE N100 X0,33,00000008,100
2019-05-09,17:00:53,,,,,,,,,,,,,,-2.9,1427,29.65,1175,+-5,0.3,,+2.91,+-0.89,+-0.04,+-0.08,+-0.014,+1.002,124,,1500,,,,,,,,,,,,,0801B7FE N100 X0,33,00000008,100
2019-05-09,17:00:54,,,,,,,,,,,,,,-2.9,1427,29.65,1175,+-1,0.0,,+2.95,+-0.89,+-0.05,+-0.08,+-0.012,+1.000,124,,1500,,,,,,,,,,,,,0801B7FE N100 X0,33,00000008,100
2019-05-09,17:00:55,,,,,,,,,,,,,,-2.9,1427,29.65,1175,+1,0.0,,+2.99,+-0.88,+-0.05,+-0.08,+-0.010,+1.000,124,,1500,,,,,,,,,,,,,0801B7FE N100 X0,33,00000008,100
2019-05-09,17:00:56,,,,,,,,,,,,,,-2.9,1427,29.65,1175,+4,0.0,,+3.00,+-0.87,+-0.04,+-0.08,+-0.009,+1.001,124,,1500,,,,,,,,,,,,,0801B7FE N100 X0,33,00000008,100
2019-05-09,17:00:57,,,,,,,,,,,,,,-2.9,1427,29.65,1176,+5,0.0,,+3.04,+-0.85,+-0.03,+-0.08,+-0.010,+1.002,124,,1500,,,,,,,,,,,,,0801B7FE N100 X0,33,00000008,100
2019-05-09,17:00:58,,,,,,,,,,,,,,-2.9,1427,29.65,1176,+3,0.0,,+3.08,+-0.83,+-0.04,+-0.08,+-0.008,+1.001,124,,1500,,,,,,,,,,,,,0801B7FE N100 X0,33,00000008,100
2019-05-09,17:00:59,,,,,,,,,,,,,,-2.9,1427,29.65,1176,+-0,0.0,,+3.10,+-0.82,+-0.06,+-0.08,+-0.008,+1.001,124,,1500,,,,,,,,,,,,,0801B7FE N100 X0,33,00000008,100
2019-05-09,17:01:00,,,,,,,,,,,,,,-2.9,1427,29.65,1176,+0,0.0,,+3.13,+-0.81,+-0.06,+-0.09,+-0.010,+1.001,124,,1500,,,,,,,,,,,,,0801B7FE N100 X0,33,00000008,100
2019-05-09,17:01:01,,,,,,,,,,,,,,-2.9,1427,29.65,1176,+-3,0.0,,+3.16,+-0.80,+-0.03,+-0.08,+-0.010,+1.003,124,,1500,,,,,,,,,,,,,0801B7FE N100 X0,33,00000008,100
2019-05-09,17:01:02,,,,,,,,,,,,,,-2.9,1427,29.65,1176,+2,0.0,,+3.19,+-0.78,+-0.03,+-0.08,+-0.010,+1.002,124,,1500,,,,,,,,,,,,,0801B7FE N100 X0,33,00000008,100
2019-05-09,17:01:03,,,,,,,,,,,,,,-2.9,1428,29.65,1176,+5,0.0,,+3.21,+-0.77,+-0.03,+-0.08,+-0.010,+1.001,124,,1500,,,,,,,,,,,,,0801B7FE N100 X0,33,00000008,100
2019-05-09,17:01:04,,,,,,,,,,,,,,-2.9,1428,29.65,1176,+-3,0.0,,+3.23,+-0.76,+-0.04,+-0.08,+-0.013,+1.002,124,,1500,,,,,,,,,,,,,0801B7FE N100 X0,33,00000008,100
2019-05-09,17:01:05,,,,,,,,,,,,,,-2.9,1427,29.65,1176,+-4,0.0,,+3.26,+-0.76,+-0.04,+-0.08,+-0.015,+1.002,124,,1500,,,,,,,,,,,,,0801B7FE N100 X0,33,00000008,100
2019-05-09,17:01:06,,,,,,,,,,,,,,-2.9,1427,29.65,1176,+1,0.0,,+3.29,+-0.76,+-0.04,+-0.08,+-0.014,+1.002,124,,1500,,,,,,,,,,,,,0801B7FE N100 X0,33,00000008,99
2019-05-09,17:01:07,,,,,,,,,,,,,,-2.9,1427,29.65,1176,+-1,0.0,,+3.30,+-0.75,+-0.03,+-0.08,+-0.011,+1.001,124,,1500,,,,,,,,,,,,,0801B7FE N100 X0,33,00000008,99
2019-05-09,17:01:08,,,,,,,,,,,,,,-2.9,1427,29.65,1176,+-4,0.0,,+3.33,+-0.74,+-0.03,+-0.08,+-0.010,+1.001,124,,1500,,,,,,,,,,,,,0801B7FE N100 X0,33,00000008,99
2019-05-09,17:01:09,,,,,,,,,,,,,,-2.9,1427,29.65,1175,+-5,0.0,,+3.37,+-0.73,+-0.05,+-0.08,+-0.011,+1.001,124,,1500,,,,,,,,,,,,,0801B7FE N100 X0,33,00000008,99
2019-05-09,17:01:10,,,,,,,,,,,,,,-2.9,1427,29.65,1175,+-10,0.0,,+3.39,+-0.73,+-0.04,+-0.09,+-0.012,+1.001,124,,1500,,,,,,,,,,,,,0801B7FE N100 X0,33,00000008,99
2019-05-09,17:01:11,,,,,,,,,,,,,,-2.9,1427,29.65,1175,+-10,0.0,,+3.41,+-0.72,+-0.03,+-0.08,+-0.011,+1.001,124,,1500,,,,,,,,,,,,,0801B7FE N100 X0,33,00000008,99
2019-05-09,17:01:12,,,,,,,,,,,,,,-2.9,1427,29.65,1175,+-11,0.0,,+3.44,+-0.71,+-0.03,+-0.08,+-0.012,+1.000,124,,1500,,,,,,,,,,,,,0801B7FE N100 X0,33,00000008,99
2019-05-09,17:01:13,,,,,,,,,,,,,,-2.9,1427,29.65,1175,+7,0.0,,+3.46,+-0.70,+-0.04,+-0.08,+-0.010,+1.003,124,,1500,,,,,,,,,,,,,0801B7FE N100 X0,33,00000008,99
2019-05-09,17:01:14,,,,,,,,,,,,,,-2.9,1427,29.65,1175,+15,0.0,,+3.46,+-0.68,+-0.03,+-0.08,+-0.011,+1.000,124,,1500,,,,,,,,,,,,,0801B7FE N100 X0,33,00000008,99
2019-05-09,17:01:15,,,,,,,,,,,,,,-2.9,1427,29.65,1176,+20,0.0,,+3.48,+-0.67,+-0.04,+-0.08,+-0.010,+1.000,124,,1500,,,,,,,,,,,,,0801B7FE N100 X0,33,00000008,99
2019-05-09,17:01:16,,,,,,,,,,,,,,-2.9,1428,29.65,1176,+21,0.0,,+3.50,+-0.68,+-0.04,+-0.08,+-0.010,+1.001,124,,1500,,,,,,,,,,,,,0801B7FE N100 X0,33,00000008,99
2019-05-09,17:01:17,,,,,,,,,,,,,,-2.9,1428,29.65,1176,+5,0.0,,+3.50,+-0.68,+-0.05,+-0.08,+-0.008,+1.000,124,,1500,,,,,,,,,,,,,0801B7FE N100 X0,33,00000008,99
2019-05-09,17:01:18,,,,,,,,,,,,,,-2.9,1428,29.65,1176,+-7,0.0,,+3.50,+-0.67,+-0.03,+-0.09,+-0.010,+0.999,124,,1500,,,,,,,,,,,,,0801B7FE N100 X0,33,00000008,99
2019-05-09,17:01:19,,,,,,,,,,,,,,-2.9,1427,29.65,1176,+-15,0.0,,+3.53,+-0.66,+-0.04,+-0.09,+-0.010,+1.000,124,,1500,,,,,,,,,,,,,0801B7FE N100 X0,33,00000008,99
2019-05-09,17:01:20,,,,,,,,,,,,,,-2.9,1427,29.65,1175,+-9,0.0,,+3.54,+-0.66,+-0.06,+-0.09,+-0.009,+1.000,124,,1500,,,,,,,,,,,,,0801B7FE N100 X0,33,00000008,99
2019-05-09,17:01:21,,,,,,,,,,,,,,-2.9,1427,29.65,1175,+-21,0.0,,+3.55,+-0.65,+-0.06,+-0.09,+-0.009,+1.000,124,,1500,,,,,,,,,,,,,0801B7FE N100 X0,33,00000008,99
2019-05-09,17:01:22,,,,,,,,,,,,,,-2.9,1427,29.65,1175,+-15,0.0,,+3.56,+-0.64,+-0.02,+-0.09,+-0.006,+1.001,124,,1500,,,,,,,,,,,,,0801B7FE N100 X0,33,00000008,99
2019-05-09,17:01:23,,,,,,,,,,,,,,-2.9,1427,29.65,1175,+-13,0.0,,+3.58,+-0.63,+-0.03,+-0.08,+-0.005,+1.000,124,,1500,,,,,,,,,,,,,0801B7FE N100 X0,33,00000008,99
2019-05-09,17:01:24,,,,,,,,,,,,,,-2.9,1426,29.65,1175,+-9,0.0,,+3.58,+-0.62,+-0.04,+-0.08,+-0.012,+1.001,124,,1500,,,,,,,,,,,,,0801B7FE N100 X0,33,00000008,99
2019-05-09,17:01:25,,,,,,,,,,,,,,-2.9,1426,29.65,1174,+-15,0.0,,+3.59,+-0.61,+-0.04,+-0.09,+-0.012,+1.001,124,,1500,,,,,,,,,,,,,0801B7FE N100 X0,33,00000008,99
2019-05-09,17:01:26,,,,,,,,,,,,,,-2.9,1426,29.65,1174,+-18,0.0,,+3.61,+-0.60,+-0.05,+-0.09,+-0.011,+0.999,124,,1500,,,,,,,,,,,,,0801B7FE N100 X0,33,00000008,99
2019-05-09,17:01:27,,,,,,,,,,,,,,-2.9,1426,29.65,1174,+-6,0.0,,+3.62,+-0.60,+-0.04,+-0.09,+-0.008,+1.000,124,,1500,,,,,,,,,,,,,0801B7FE N100 X0,33,00000008,99
2019-05-09,17:01:28,,,,,,,,,,,,,,-2.9,1426,29.65,1174,+3,0.0,,+3.61,+-0.59,+-0.04,+-0.09,+-0.011,+1.004,124,,1500,,,,,,,,,,,,,0801B7FE N100 X0,33,00000008,99
2019-05-09,17:01:29,,,,,,,,,,,,,,-2.9,1426,29.65,1174,+10,0.2,,+3.61,+-0.58,+-0.03,+-0.09,+-0.007,+1.000,124,,1500,,,,,,,,,,,,,0801B7FE N100 X0,33,00000008,99
2019-05-09,17:01:30,,,,,,,,,,,,,,-2.9,1426,29.65,1174,+10,0.4,,+3.63,+-0.56,+-0.02,+-0.08,+-0.021,+1.000,124,,1500,,,,,,,,,,,,,0801B7FE N100 X0,33,00000008,99
2019-05-09,17:01:31,,,,,,,,,,,,,,-2.9,1426,29.65,1175,+14,0.2,,+3.63,+-0.55,+-0.04,+-0.08,+-0.010,+1.000,124,,1500,,,,,,,,,,,,,0801B7FE N100 X0,33,00000008,99
2019-05-09,17:01:32,,,,,,,,,,,,,,-2.9,1427,29.65,1175,+16,0.3,,+3.63,+-0.54,+-0.04,+-0.08,+-0.010,+0.999,124,,1500,,,,,,,,,,,,,0801B7FE N100 X0,33,00000008,99
2019-05-09,17:01:33,,,,,,,,,,,,,,-2.9,1427,29.65,1175,+1,0.0,,+3.64,+-0.54,+-0.01,+-0.09,+-0.012,+1.000,124,,1500,,,,,,,,,,,,,0801B7FE N100 X0,33,00000008,99
2019-05-09,17:01:34,,,,,,,,,,,,,,-2.9,1427,29.65,1175,+-2,0.0,,+3.63,+-0.54,+-0.03,+-0.08,+-0.011,+1.000,124,,1500,,,,,,,,,,,,,0801B7FE N100 X0,33,00000008,99
2019-05-09,17:01:35,,,,,,,,,,,,,,-2.9,1427,29.65,1175,+7,0.0,,+3.63,+-0.53,+-0.03,+-0.09,+-0.012,+0.999,124,,1500,,,,,,,,,,,,,0801B7FE N100 X0,33,00000008,99
2019-05-09,18:11:24,,,,,,,,,,,,,,,1399,29.65,1147,+-128,0.3,,+3.12,+-0.97,+-0.06,+-0.08,+-0.009,+1.003,124,,,,,,,,,,,,,,,080197FE D99 A99,20,00000002,99
2019-05-09,18:11:24,,,,,,,,,,,,,,,1399,29.65,1147,+-64,0.0,,+3.48,+-0.79,+-0.05,+-0.08,+-0.010,+1.000,124,,,,,,,,,,,,,,,080197FE D99 A99,20,00000002,99
2019-05-09,18:11:27,,,,,,,,,,,,,,,1399,29.65,1147,+-30,0.0,,+3.61,+-0.68,+-0.06,+-0.08,+-0.008,+1.001,124,,,,,,,,,,,,,,,080197FE D99 A99,20,00000002,99
2019-05-09,18:11:28,,,,,,,,,,,,,,,1399,29.65,1147,+-10,0.0,,+3.66,+-0.63,+-0.07,+-0.08,+-0.010,+0.999,124,,,,,,,,,,,,,,,080197FE D99 A99,21,00000002,99
2019-05-09,18:11:29,,,,,,,,,,,,,,,1399,29.65,1147,+1,0.0,,+3.70,+-0.61,+-0.06,+-0.08,+-0.011,+1.001,124,,,,,,,,,,,,,,,080197FE D99 A99,21,00000002,99
2019-05-09,18:11:29,,,,,,,,,,,,,,,1399,29.65,1147,+-0,0.0,,+3.70,+-0.60,+-0.06,+-0.08,+-0.011,+1.001,124,,,,,,,,,,,,,,,080197FE D99 A99,21,00000002,99
2019-05-09,18:11:30,,,,,,,,,,,,,,,1399,29.65,1147,+5,0.0,,+3.68,+-0.60,+-0.07,+-0.08,+-0.011,+1.001,124,,,,,,,,,,,,,,,080197FE D99 A99,21,00000002,99
2019-05-09,18:11:31,,,,,,,,,,,,,,,1399,29.65,1147,+-3,0.0,,+3.66,+-0.60,+-0.06,+-0.08,+-0.010,+1.002,124,,,,,,,,,,,,,,,080197FE D99 A99,21,00000002,99
2019-05-09,18:11:32,,,,,,,,,,,,,,,1399,29.65,1147,+2,0.0,,+3.68,+-0.59,+-0.07,+-0.08,+-0.009,+1.002,124,,,,,,,,,,,,,,,080197FE D99 A99,21,00000002,99
2019-05-09,18:11:33,,,,,,,,,,,,,,,1399,29.65,1147,+7,0.0,,+3.68,+-0.60,+-0.07,+-0.08,+-0.010,+1.002,124,,,,,,,,,,,,,,,080197FE D99 A99,21,00000002,99
2019-05-09,18:11:34,,,,,,,,,,,,,,,1399,29.65,1147,+6,0.0,,+3.67,+-0.58,+-0.06,+-0.08,+-0.010,+1.000,124,,,,,,,,,,,,,,,080197FE D99 A99,21,00000002,99
2019-05-09,18:11:35,,,,,,,,,,,,,,,1399,29.65,1147,+1,0.0,,+3.67,+-0.57,+-0.04,+-0.08,+-0.012,+1.000,124,,,,,,,,,,,,,,,080197FE D99 A99,21,00000002,99
2019-05-09,18:11:36,,,,,,,,,,,,,,,1399,29.65,1147,+2,0.0,,+3.67,+-0.57,+-0.05,+-0.08,+-0.011,+1.000,124,,,,,,,,,,,,,,,080197FE D99 A99,21,00000002,99
2019-05-09,18:11:38,,,,,,,,,,,,,275.6,,1399,29.65,1147,+-2,0.0,,+3.70,+-0.58,+-0.07,+-0.08,+-0.009,+1.003,124,,,,,,,,,,,,,,,080197FF N3 D9,21,00000002,99
2019-05-09,18:11:39,,,,,,,,,,,,,275.6,,1399,29.65,1147,+2,0.0,,+3.70,+-0.59,+-0.08,+-0.08,+-0.011,+1.002,124,,,,,,,,,,,,,,,080197FF N7 D21,21,00000002,99
2019-05-09,18:11:40,,,,,,,,,,,,,275.7,,1399,29.65,1147,+1,0.0,,+3.69,+-0.59,+-0.05,+-0.08,+-0.011,+1.002,124,,,,,,,,,,,,,,,080197FF N11 D31,21,00000002,99
2019-05-09,18:11:41,,,,,,,,,,,,,275.6,,1399,29.65,1147,+-1,0.0,,+3.69,+-0.58,+-0.06,+-0.08,+-0.010,+1.002,124,,,,,,,,,,,,,,,080197FF N15 D40,21,00000002,99
2019-05-09,18:11:42,,,,,,,,,,,,,275.6,,1399,29.65,1147,+-3,0.0,,+3.68,+-0.57,+-0.06,+-0.08,+-0.009,+1.001,124,,,,,,,,,,,,,,,080197FF N19 D50,21,00000002,99
2019-05-09,18:11:43,,,,,,,,,,,,,275.6,,1399,29.65,1147,+-3,0.0,,+3.68,+-0.58,+-0.08,+-0.08,+-0.011,+1.001,124,,,,,,,,,,,,,,,080197FF N23 D59,21,00000002,99
2019-05-09,18:11:44,,,,,,,,,,,,,275.6,,1399,29.65,1147,+-6,0.0,,+3.68,+-0.59,+-0.06,+-0.08,+-0.013,+1.002,124,,,,,,,,,,,,,,,080197FF N27 D71,21,00000002,99
2019-05-09,18:11:45,,,,,,,,,,,,,275.6,,1399,29.65,1147,+-5,0.0,,+3.68,+-0.59,+-0.07,+-0.08,+-0.010,+1.002,124,,,,,,,,,,,,,,,080197FF N31 D81,21,00000002,99
2019-05-09,18:11:46,,,,,,,,,,,,,275.6,,1399,29.65,1147,+-5,0.0,,+3.67,+-0.58,+-0.07,+-0.08,+-0.010,+1.000,124,,,,,,,,,,,,,,,080197FF N35 D91,21,00000002,99
